,Unnamed: 0,conversation_id,date,tweet,tweetbersih,translated,sentiment,,,,,,,,,,,,,
2434,2434,"1,05E+18",11/10/2018 6:02,LMAO bukan dia menukar padang pasir ke tanah yg sesuai untuk pertanian ke,LMAO bukan dia menukar padang pasir ke tanah yg sesuai untuk pertanian ke,LMAO isn't he swapping deserts for land suitable for agriculture to,positive,,,,,,,,,,,,,
2435,2435,"1,05E+18",10/10/2018 10:32,Udah optimis di web tulisannya instansi tertentu bisa pakai skl  dan ternyata di Jogja gak nerima skl  di Padang gak nyari pertanian    ya Allah cuma kurang   hari ijazah saya keluar lho,Udah optimis di web tulisannya instansi tertentu bisa pakai skl  dan ternyata di Jogja gak nerima skl  di Padang gak nyari pertanian    ya Allah cuma kurang   hari ijazah saya keluar lho,"I'm optimistic that on the web, certain institutions can use skl and it turns out that in Jogja they don't accept skl, in Padang, they don't look for agriculture, oh God, it's just less days when my diploma comes out.",positive,,,,,,,,,,,,,
2436,2436,"1,05E+18",07/10/2018 22:09,Kami lihat dulu kerusakannya seperti apa  Pasti kami beri bantuan melalui APBN  Bantuannya bisa dengan benih dan mesin pertanian   kata Amran usai menghadiri kuliah umum di Universitas Negeri Padang  UNP   Rabu,Kami lihat dulu kerusakannya seperti apa  Pasti kami beri bantuan melalui APBN  Bantuannya bisa dengan benih dan mesin pertanian   kata Amran usai menghadiri kuliah umum di Universitas Negeri Padang  UNP   Rabu,"We'll see what the damage is. We will definitely provide assistance through the state budget. The assistance can be with seeds and agricultural machines, said Amran after attending a public lecture at Padang State University UNP Wednesday",negative,,,,,,,,,,,,,
2437,2437,"1,05E+18",27/09/2018 15:52,Dulu      baru lulus  Blm sering maen sosmed  Ketipu soal dia bikin lahan pertanian  Ehh malah impor   Meskipun gw golput cz beda kota tp gw kampanyein dia sma warga          nyesel se nyeselnya Akhirnya dgn itu keadaan bangsa ini caru,Dulu      baru lulus  Blm sering maen sosmed  Ketipu soal dia bikin lahan pertanian  Ehh malah impor   Meskipun gw golput cz beda kota tp gw kampanyein dia sma warga          nyesel se nyeselnya Akhirnya dgn itu keadaan bangsa ini caru,"I just graduated. I haven't played a lot on social media. Cheated about him making agricultural land. Ehh, instead of importing it. Even though I'm abstaining from a different city, I campaigned for him and the residents, regretting it. Finally, with that, the state of this nation is in a state of disrepair. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",negative,,,,,,,,,,,,,
2438,2438,"1,04E+18",26/09/2018 14:58,Itu adalah Balai Pembibitan Ternak Unggul dan Hijauan Pakan Ternak Padang Mengatas  Salah Unit Pelaksana Teknis Ditjen Peternakan dan kesehatan Hewan Kementerian Pertanian,Itu adalah Balai Pembibitan Ternak Unggul dan Hijauan Pakan Ternak Padang Mengatas  Salah Unit Pelaksana Teknis Ditjen Peternakan dan kesehatan Hewan Kementerian Pertanian,That is the Superior Cattle Breeding Center and Forage Animal Feed Padang Overseeing One of the Technical Implementation Units of the Directorate General of Livestock and Animal Health of the Ministry of Agriculture,positive,,,,,,,,,,,,,
2439,2439,"1,04E+18",24/09/2018 14:09,Dr era Orba sampai Neo Orba nasib petani tak berubah  Ada UU Perlindungan amp,Dr era Orba sampai Neo Orba nasib petani tak berubah  Ada UU Perlindungan amp,"From the New Order era to the New New Order era, the fate of farmers did not change",neutral,,,,,,,,,,,,,
2440,2440,"1,04E+18",20/09/2018 09:43,Ada ladang      kat mana ladangnya  Klu dekat nk dtg lawat  Tembikai merah ke kuning  Bagusnya  Tahniah   Usahawan pertanian melayu,Ada ladang      kat mana ladangnya  Klu dekat nk dtg lawat  Tembikai merah ke kuning  Bagusnya  Tahniah   Usahawan pertanian melayu,"Where is the field, where is the field, if you are close, please come to visit Red to yellow pots Good Congratulations to Malay agricultural entrepreneurs",positive,,,,,,,,,,,,,
2441,2441,"1,04E+18",18/09/2018 16:35,Hawong Arab itu padang pasir  gak pernah hujan pula   mo tanemin apa   kurma n kaktus palingan lo ada pertanian tentu kebutuhan air sangat besar n pasti mahal,Hawong Arab itu padang pasir  gak pernah hujan pula   mo tanemin apa   kurma n kaktus palingan lo ada pertanian tentu kebutuhan air sangat besar n pasti mahal,"Hawong Arabia is a desert, it never rains either, please wait for dates and cactus, at least you have agriculture, of course the need for water is very large and must be expensive",positive,,,,,,,,,,,,,
2442,2442,"1,04E+18",18/09/2018 00:42,Kini menetap di Payokumbuah  manggaleh  haha  Bilo ado rencana ka Padang  agiah kaba selah  Insyaa Allah awak turuik  awak nio diskusi soal pertanian  Lai ado juo basuo kawan  wak yg di Jkt  Si Dayat  Yudit  Yoma  dll,Kini menetap di Payokumbuah  manggaleh  haha  Bilo ado rencana ka Padang  agiah kaba selah  Insyaa Allah awak turuik  awak nio diskusi soal pertanian  Lai ado juo basuo kawan  wak yg di Jkt  Si Dayat  Yudit  Yoma  dll,"Now living in Payokumbuah manggaleh haha ​​Bilo do you have plans for Padang agiah kaba selah God willing, you guys come down and discuss agriculture, Lai ado juo basuo, my friends in Jkt Si Dayat Yudit Yoma etc.",positive,,,,,,,,,,,,,
2443,2443,"1,04E+18",17/09/2018 21:46,di Duri ada warung makan padang di jl  Pertanian yang legend banget telor dadarnya  Kalo makan disana cuma ngincer telor dadarnya,di Duri ada warung makan padang di jl  Pertanian yang legend banget telor dadarnya  Kalo makan disana cuma ngincer telor dadarnya,"In Duri, there is a Padang food stall on Jl. Agriculture which is very legendary for its omelette. If you eat there, you only need to grind the omelette.",negative,,,,,,,,,,,,,
2444,2444,"1,04E+18",17/09/2018 20:43,Nah  siapa bilang itu tidak sama dengan keadaan landreform   Pihak tuan tanah yang memiliki lahan pertanian luas  apakah itu perorangan     keluarga besar    maupun perusahaan besar multi nasional   tidak pemah    menyerang    dengan sikap positif,Nah  siapa bilang itu tidak sama dengan keadaan landreform   Pihak tuan tanah yang memiliki lahan pertanian luas  apakah itu perorangan     keluarga besar    maupun perusahaan besar multi nasional   tidak pemah    menyerang    dengan sikap positif,"So, who says it's not the same as land reform. Landlords who own large agricultural lands, whether they be individuals, large families or large multinational companies, have never attacked with a positive attitude.",positive,,,,,,,,,,,,,
2445,2445,"1,04E+18",17/09/2018 18:49,orang Australia jangan bagitau orang malaysia untuk keje kt ladang buah korng  biar dorng bangunkan pertanian negara sendiri,orang Australia jangan bagitau orang malaysia untuk keje kt ladang buah korng  biar dorng bangunkan pertanian negara sendiri,Australians don't tell Malaysians to go to korng fruit fields so they can build their own country's farms,neutral,,,,,,,,,,,,,
2446,2446,"1,04E+18",17/09/2018 18:19,Dapet salam dari anak SMK masuk jam        pulang       karena ada jam tambahan praktek  Belom lagi jurusan pertanian kalau minggu gak libur alias praktek ke ladang,Dapet salam dari anak SMK masuk jam        pulang       karena ada jam tambahan praktek  Belom lagi jurusan pertanian kalau minggu gak libur alias praktek ke ladang,"Received greetings from vocational school children when they went home because there were additional hours of practice. Not yet majoring in agriculture if the week is not off, aka practice in the fields",positive,,,,,,,,,,,,,
2447,2447,"1,04E+18",17/09/2018 13:25,Gemarikan Gerakan Gemar Makan Ikan oleh Dinas Pangan Dan Pertanian Kota Padang Panjang Menuju Generasi Sehat Cerdas dan Kuat di SDN    KM Andok Rever Sabtu       diawali sosialisasi gemar ikan lagu gemarikan kuis nama ikan dan diakhiri makan ikan bersama,Gemarikan Gerakan Gemar Makan Ikan oleh Dinas Pangan Dan Pertanian Kota Padang Panjang Menuju Generasi Sehat Cerdas dan Kuat di SDN    KM Andok Rever Sabtu       diawali sosialisasi gemar ikan lagu gemarikan kuis nama ikan dan diakhiri makan ikan bersama,"Enjoying Fish Eating Movement by the Food and Agriculture Office of Padang Panjang City Towards a Healthy, Smart and Strong Generation at SDN KM Andok Rever Saturday, starting with the socialization of fondness for fish, a song about liking fish, quizzes on fish names and ending with eating fish together",positive,,,,,,,,,,,,,
2448,2448,"1,04E+18",15/09/2018 13:37,Gini ini yg bikin sawah  gersang mari nandur ditinggal golek lahan liyane,Gini ini yg bikin sawah  gersang mari nandur ditinggal golek lahan liyane,"This is what makes the rice fields arid, let's go back and find other land",neutral,,,,,,,,,,,,,
2449,2449,"1,04E+18",15/09/2018 11:19,Berapa hektar hutan yang dibabat habis gara  konversi lahan ke kelapa sawit  Hutan dibakari gara  nih sawit  Enggak mikir gara  kelapa sawit masyarakat banyak digusuri  perampasan tanah oleh perusahaan sawit  hutan digunduli  tanah kering kerontang  air abis  membuat gersang,Berapa hektar hutan yang dibabat habis gara  konversi lahan ke kelapa sawit  Hutan dibakari gara  nih sawit  Enggak mikir gara  kelapa sawit masyarakat banyak digusuri  perampasan tanah oleh perusahaan sawit  hutan digunduli  tanah kering kerontang  air abis  membuat gersang,"How many hectares of forest have been cleared due to land conversion to oil palm Forests are burned because of oil palm Don't think about oil palm, many people are being evicted by land grabbing by palm oil companies.",positive,,,,,,,,,,,,,
2450,2450,"1,04E+18",13/09/2018 21:36,Glc tetap akan berdasarkan keuntungan   bagi saya pertingkatkan kembali fungsi pejabat pertanian setiap daerah  jgn setakat ambik rekod dan buat laporan dah berjaya  turun padang tengok sendiri apa perkembangan dan aktiviti ekonomi yg dijal,Glc tetap akan berdasarkan keuntungan   bagi saya pertingkatkan kembali fungsi pejabat pertanian setiap daerah  jgn setakat ambik rekod dan buat laporan dah berjaya  turun padang tengok sendiri apa perkembangan dan aktiviti ekonomi yg dijal,"GLC will still be based on profit, for me, I will increase the function of agricultural officials in each region. Don't just take a record and make a report, it has succeeded in going down, see for yourself what developments and economic activities are being carried out.",positive,,,,,,,,,,,,,
2451,2451,"1,04E+18",13/09/2018 16:45,Sektor pertanian sgt bergantung pd kondisi cuaca  Cuaca tak menentu lbh banyak akibat kondisi hutan yg memprihatinkan   bukannya konsen perbaiki htn kok malah sibuk rebutan lahan    garapan    dg   Ada apa,Sektor pertanian sgt bergantung pd kondisi cuaca  Cuaca tak menentu lbh banyak akibat kondisi hutan yg memprihatinkan   bukannya konsen perbaiki htn kok malah sibuk rebutan lahan    garapan    dg   Ada apa,"The agricultural sector is very dependent on weather conditions. The weather is more erratic due to poor forest conditions, instead of focusing on repairing the forest, why are you busy fighting over arable land with what's going on",negative,,,,,,,,,,,,,
2452,2452,"1,04E+18",11/09/2018 12:18,Bapak Presiden harap dibuatkan perpres tentang pengelolaan sawah  ladang   perkebuman dan hutan  untuk tidak dialih fungsikan menjadi perumahan pabrik  ataupun areal komersial lainnya  Kita harus berusaha memajukan pertanian  perikanan dan peterna,Bapak Presiden harap dibuatkan perpres tentang pengelolaan sawah  ladang   perkebuman dan hutan  untuk tidak dialih fungsikan menjadi perumahan pabrik  ataupun areal komersial lainnya  Kita harus berusaha memajukan pertanian  perikanan dan peterna,"Mr. President, please make a presidential regulation concerning the management of rice fields, plantations and forests so that they are not converted into factory housing or other commercial areas. We must strive to promote fisheries and animal husbandry agriculture.",positive,,,,,,,,,,,,,
2453,2453,"1,04E+18",10/09/2018 17:30,Is this mofo trying to pass logging as pertanian       Ok la got ladang durian       amp,Is this mofo trying to pass logging as pertanian       Ok la got ladang durian       amp,Is this mofo trying to pass logging as agriculture Ok la got durian fields amp,neutral,,,,,,,,,,,,,
2454,2454,"1,04E+18",09/09/2018 21:40,Rak mungkiiiiin  bibit unggulan ngene rak mungkin ngrusak ladang pertanian,Rak mungkiiiiin  bibit unggulan ngene rak mungkin ngrusak ladang pertanian,"The rack may be superior seeds, the rack may damage agricultural fields",negative,,,,,,,,,,,,,
2455,2455,"1,04E+18",09/09/2018 6:29,September      Lawatan Penolong Pegawai Pertanian Biosekuriti Tumbuhan Selangor Bersama Petani ke Ladang Kelapa Hj Kason bin Raban di Kg Lapis Sg Ayam,September      Lawatan Penolong Pegawai Pertanian Biosekuriti Tumbuhan Selangor Bersama Petani ke Ladang Kelapa Hj Kason bin Raban di Kg Lapis Sg Ayam,September Visit of Auxiliary Agricultural Officers in Selangor Plant Biosecurity with Farmers to Hj Kason bin Raban's Coconut Field at Kg Lapis Sg Chicken,neutral,,,,,,,,,,,,,
2456,2456,"1,04E+18",08/09/2018 6:33,September      Tinjauan Teknologi Pegawai Dan Kakitangan Pejabat Pertanian Daerah Batu Pahat seramai    orang ke Pejabat Pertanian Daerah Cameron Highlands  Big Red Strawbery Park  Ladang Teh dan Kilang Teh Boh Sg Palas  Mardi Agroteknologi Centre di Cameron Highlands,September      Tinjauan Teknologi Pegawai Dan Kakitangan Pejabat Pertanian Daerah Batu Pahat seramai    orang ke Pejabat Pertanian Daerah Cameron Highlands  Big Red Strawbery Park  Ladang Teh dan Kilang Teh Boh Sg Palas  Mardi Agroteknologi Centre di Cameron Highlands,September Technological Review Batu Pahat District Agricultural Officers and Associates flock to Cameron Highlands Agricultural Officers Big Red Strawbery Park Tea Fields and Tea Plants Boh Sg Palas Mardi Agrotechnology Center in Cameron Highlands,positive,,,,,,,,,,,,,
2457,2457,"1,03E+18",29/08/2018 21:21,Budaya pertanian ladang berpindah pindah sudah bersifat turun temurun mulai dari prasejarah  Tapi pemerintah juga sebagai lembaga konstitusi negara harus menjalankan fungsinya menjaga ekosistem alam dari polusi udara  Manakah yang anda dukung Budaya atau peraturan prmerintah,Budaya pertanian ladang berpindah pindah sudah bersifat turun temurun mulai dari prasejarah  Tapi pemerintah juga sebagai lembaga konstitusi negara harus menjalankan fungsinya menjaga ekosistem alam dari polusi udara  Manakah yang anda dukung Budaya atau peraturan prmerintah,"The culture of swidden farming has been passed down from generation to generation, starting from prehistory. But the government as well as a state constitutional institution must carry out its function of protecting natural ecosystems from air pollution. Which one do you support? Culture or government regulations",positive,,,,,,,,,,,,,
2458,2458,"1,03E+18",28/08/2018 15:57,Hari Ladang  amp,Hari Ladang  amp,Farm Day amp,neutral,,,,,,,,,,,,,
2459,2459,"1,03E+18",27/08/2018 13:01,Lepasni buat la festival pertanian  Pesta air  Pesta belon atas padang tuuu  Hahaha,Lepasni buat la festival pertanian  Pesta air  Pesta belon atas padang tuuu  Hahaha,"After that, make an agricultural festival, a water party, a balloon party over the field, hahahaha",neutral,,,,,,,,,,,,,
2460,2460,"1,03E+18",27/08/2018 12:18,Taman pertanian sebelah arkib atau bukit padang,Taman pertanian sebelah arkib atau bukit padang,Agricultural park next to Arkib or Bukit Padang,neutral,,,,,,,,,,,,,
2461,2461,"1,03E+18",26/08/2018 12:51,Gelar DR Hc  pertama kali di bidang Pertanian Presiden Yudhoyono diberikan oleh Universitas Andalas  Padang th       Saat kepemimpinan Rektor Universitas Andalas  Prof  Musliar Kasim  Wakil Menteri bidang Pendidikan RI             Cc,Gelar DR Hc  pertama kali di bidang Pertanian Presiden Yudhoyono diberikan oleh Universitas Andalas  Padang th       Saat kepemimpinan Rektor Universitas Andalas  Prof  Musliar Kasim  Wakil Menteri bidang Pendidikan RI             Cc,President Yudhoyono's first DR Hc degree in Agriculture was given by Andalas University Padang in the leadership of Andalas University Chancellor Prof Musliar Kasim Deputy Minister of Education RI Cc,positive,,,,,,,,,,,,,
2462,2462,"1,03E+18",25/08/2018 08:55,Berbeza dgn peranan jabatan  amp,Berbeza dgn peranan jabatan  amp,In contrast to the role of office amp,neutral,,,,,,,,,,,,,
2463,2463,"1,03E+18",24/08/2018 22:28,Rabat beton jalan setra pertanian di Bendar Cina Desa Talang Padang,Rabat beton jalan setra pertanian di Bendar Cina Desa Talang Padang,"Rebate concrete agricultural road in Bendar Cina, Talang Padang Village",neutral,,,,,,,,,,,,,
2464,2464,"1,03E+18",24/08/2018 17:24,Masyarakat agtikultural kuno tuhan didefinisikan sbg pembantu penyubur ladang mrk  Baiknya tuhan ktk ada hujan  amp,Masyarakat agtikultural kuno tuhan didefinisikan sbg pembantu penyubur ladang mrk  Baiknya tuhan ktk ada hujan  amp,"In ancient agticultural society, God was defined as a helper to fertilize their fields. God is good when there is no rain &amp;",positive,,,,,,,,,,,,,
2465,2465,"1,03E+18",23/08/2018 18:00,Tanah untuk dijual Lokasi   Pulau Besar  Mersing  Johor Saiz      ekar Status   pertanian   pelancongan    ekar pertanian    ekar pertanian  Cadangan   untuk dimajukan sebagai resort  amp,Tanah untuk dijual Lokasi   Pulau Besar  Mersing  Johor Saiz      ekar Status   pertanian   pelancongan    ekar pertanian    ekar pertanian  Cadangan   untuk dimajukan sebagai resort  amp,Land for sale Location Pulau Besar Mersing Johor Size acres Status of agriculture tourism acres of agriculture acres of agriculture Reserves to be developed as a resort amp,neutral,,,,,,,,,,,,,
2466,2466,"1,03E+18",23/08/2018 16:36,Pertanian sistem sawah menetap Sebagian besar lokasi nya di kalbar pesisir  U  daerah pedalaman msh sistem ladang berpindah dg cara,Pertanian sistem sawah menetap Sebagian besar lokasi nya di kalbar pesisir  U  daerah pedalaman msh sistem ladang berpindah dg cara,"Agriculture with sedentary paddy systems Most of the locations are in West Kalimantan, the coast of the hinterlands, are still shifting cultivation systems",neutral,,,,,,,,,,,,,
2467,2467,"1,03E+18",23/08/2018 16:24,I see   sy pernah ke sana blm lama ini  pertaniannya bagus kok  Yg banyak tempat gersang dan sulit air itu NTT  Teman kuliah jg banyak yg di sana  sesaat stlh gempa jg sy telf beliau  Bahkan teman ini lahan pertaniannya berhektar   di,I see   sy pernah ke sana blm lama ini  pertaniannya bagus kok  Yg banyak tempat gersang dan sulit air itu NTT  Teman kuliah jg banyak yg di sana  sesaat stlh gempa jg sy telf beliau  Bahkan teman ini lahan pertaniannya berhektar   di,"I see I've been there not too long ago, the agriculture is good, how come there are many arid places and it's hard to get water, NTT Many college friends were also there, shortly after the earthquake, I also called him. Even this friend's farmland is a hectare in",positive,,,,,,,,,,,,,
2468,2468,"1,03E+18",23/08/2018 15:27,Kondisi tersebut perlu diperhatikan  agar tidak diperparah dengan maraknya pembukaan lahan untuk perkebunan dan pertanian dengan cara membakar,Kondisi tersebut perlu diperhatikan  agar tidak diperparah dengan maraknya pembukaan lahan untuk perkebunan dan pertanian dengan cara membakar,This condition needs to be considered so that it is not exacerbated by the widespread clearing of land for plantations and agriculture by burning,negative,,,,,,,,,,,,,
2469,2469,"1,03E+18",23/08/2018 13:14,Tepi Barat  ada beberapa dampak dari tembok ini bagi warga Palestina  Mereka hidup terpenjara dan terisolasi di wilayah antara zona hijau dan tembok  menghalangi mereka menggarap ladang dan kebun mereka  Daerah pertanian dirusak dan gerak warga dihalangi akibat,Tepi Barat  ada beberapa dampak dari tembok ini bagi warga Palestina  Mereka hidup terpenjara dan terisolasi di wilayah antara zona hijau dan tembok  menghalangi mereka menggarap ladang dan kebun mereka  Daerah pertanian dirusak dan gerak warga dihalangi akibat,The West Bank has several impacts from this wall for Palestinians They live in prison and isolated in the area between the green zone and the wall prevents them from cultivating their fields and gardens Agricultural areas are damaged and people's movement is blocked due to,negative,,,,,,,,,,,,,
2470,2470,"1,03E+18",23/08/2018 13:06,Zaman sekolah ambil aliran sains tulen dan pertanian Zaman Dip ambil pengurusan ladang tapi rezeki tak panjang aku ambil Dip Aliran kemahiran but more kejuruteraan teknologi  Keluar bekerja masuk bidang Pengurusan fasiliti  Rezeki,Zaman sekolah ambil aliran sains tulen dan pertanian Zaman Dip ambil pengurusan ladang tapi rezeki tak panjang aku ambil Dip Aliran kemahiran but more kejuruteraan teknologi  Keluar bekerja masuk bidang Pengurusan fasiliti  Rezeki,The school period took the school of pure science and agriculture. The Dip period took up field management but the sustenance didn't last long. I took the Dip. Skills flow but more technical engineering. Out of work to enter the field of Management of Sustenance facilities. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,positive,,,,,,,,,,,,,
2471,2471,"1,03E+18",23/08/2018 11:12,Tepi Barat  ada beberapa dampak dari tembok ini bagi warga Palestina  diantaranya   Mereka hidup terpenjara dan terisolasi di wilayah antara zona hijau dan tembok  menghalangi mereka menggarap ladang dan kebun mereka  Daerah pertanian dirusak,Tepi Barat  ada beberapa dampak dari tembok ini bagi warga Palestina  diantaranya   Mereka hidup terpenjara dan terisolasi di wilayah antara zona hijau dan tembok  menghalangi mereka menggarap ladang dan kebun mereka  Daerah pertanian dirusak,The West Bank has several impacts from this wall for Palestinians including They live in prison and isolated in the area between the green zone and the wall prevents them from working on their fields and gardens Agricultural areas are destroyed,negative,,,,,,,,,,,,,
2472,2472,"1,03E+18",21/08/2018 07:20,Jumlah Lahan pertanian dipertahankan  jgn beralih fungsi menjadi bangunan     Komiditi perkebunan agar diperbanyak sesuai dgn kondisi     Koperasi yg sudah ada diperbesar fungsinya bagi masyarakat sbg entitas ekonomi dan bisnis,Jumlah Lahan pertanian dipertahankan  jgn beralih fungsi menjadi bangunan     Komiditi perkebunan agar diperbanyak sesuai dgn kondisi     Koperasi yg sudah ada diperbesar fungsinya bagi masyarakat sbg entitas ekonomi dan bisnis,"The amount of agricultural land is maintained, do not change its function into a plantation Commodity building so that it is reproduced in accordance with the existing conditions. Cooperatives have an enlarged function for the community as an economic and business entity.",neutral,,,,,,,,,,,,,
2473,2473,"1,03E+18",20/08/2018 11:10,Bakar lahan itu emang udah salah satu tradisi suku dayak dari dulu  cuman mereka ada tata caranya dan gasembarangan  Tapi miris melihat perkampungan tak seperti dulu yang dihiasi pohon pohon besar  sekarang berubah menjadi hutan sawit yang gersang,Bakar lahan itu emang udah salah satu tradisi suku dayak dari dulu  cuman mereka ada tata caranya dan gasembarangan  Tapi miris melihat perkampungan tak seperti dulu yang dihiasi pohon pohon besar  sekarang berubah menjadi hutan sawit yang gersang,"Burning the land has been a tradition of the Dayak tribe from the past, but they have procedures and are careless. But it's sad to see villages that are not like before, which are decorated with large trees, now turning into arid palm forests. . . . . . . . . . . . . . . . . . . . . . . .",negative,,,,,,,,,,,,,
2474,2474,"1,03E+18",20/08/2018 06:37,Berawal dari ragu mau ikut lomba ini  namun teringat kata Bapak buat bawa pohon ke tanah rantau biar gak gersang  trus dikasih tau siram tiap pagi  amp,Berawal dari ragu mau ikut lomba ini  namun teringat kata Bapak buat bawa pohon ke tanah rantau biar gak gersang  trus dikasih tau siram tiap pagi  amp,Starting from being hesitant to join this competition but remembering your father's words to take the tree to the overseas land so that it is not arid and then being told to water it every morning &amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,quot,,negative
2475,2475,"1,03E+18",19/08/2018 20:11,Lalu gimana perhatian dari pemerintah  kementrian hutan atau pertanian tdk turun kak  Nah  biasa yg buka ladang kan melakukan bakar gambut,Lalu gimana perhatian dari pemerintah  kementrian hutan atau pertanian tdk turun kak  Nah  biasa yg buka ladang kan melakukan bakar gambut,"Then how about the attention from the government, the ministry of forest or agriculture, doesn't go down, Sis. Now it's normal for those who open fields to burn peat",neutral,,,,,,,,,,,,,
2476,2476,"1,03E+18",19/08/2018 18:28,Tolong sapa masarakat diskitar lahan pertanian   jt ha di kalteng bu titik  Skarang sdah berhasil jadi padang blukar yg gersang menderita gara  proyek   jt ha alm  Ayah anda  Dulu kayu raminnya dibuat bancakan olh pngusaha  d skeliling ce,Tolong sapa masarakat diskitar lahan pertanian   jt ha di kalteng bu titik  Skarang sdah berhasil jadi padang blukar yg gersang menderita gara  proyek   jt ha alm  Ayah anda  Dulu kayu raminnya dibuat bancakan olh pngusaha  d skeliling ce,"Please greet the people around the jt ha agricultural land in Central Kalimantan, Mrs. Point Skarang, has succeeded in becoming an arid desert that is suffering because of the jt ha project. Your father used to make the ramin wood as bancakan by the local businessmen.",positive,,,,,,,,,,,,,
2477,2477,"1,03E+18",18/08/2018 23:52,Mayoritas masy desa  di kikim area kab lahat tidak mempunyai ladang krna lahan pertanian dijual murah ke perkebunan sawit  harga sawit dan karet selalu rendah   uhg kikims,Mayoritas masy desa  di kikim area kab lahat tidak mempunyai ladang krna lahan pertanian dijual murah ke perkebunan sawit  harga sawit dan karet selalu rendah   uhg kikims,"The majority of the village communities in Kikim, the Lahat district, do not have fields because agricultural land is sold cheaply to oil palm plantations. The prices for oil palm and rubber are always low.",neutral,,,,,,,,,,,,,
2478,2478,"1,03E+18",18/08/2018 14:39,Sawah yang menguning  kebun yang menghijau  laut yang membiru  dan seterusnya  Namun  kita juga menatap dengan pedih  sumber daya ekonomi itu dibiarkan tak terolah dengan layak  Dibiarkan menjadi lahan atau ladang gersang yang berserak,Sawah yang menguning  kebun yang menghijau  laut yang membiru  dan seterusnya  Namun  kita juga menatap dengan pedih  sumber daya ekonomi itu dibiarkan tak terolah dengan layak  Dibiarkan menjadi lahan atau ladang gersang yang berserak,"Rice fields turn yellow, gardens turn green, seas turn blue, and so on. But we also look at the pain that these economic resources have been left uncultivated properly. Left to become barren lands or fields that are scattered around the area. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",negative,,,,,,,,,,,,,
2479,2479,"1,03E+18",17/08/2018 14:41,Benar tu                          Adakah logik menteri pertanian mau bela   ekor lembu di    ladang ragut     Adakah logik di tanah pantai utk ditanam nenas dan tebu  Apa     Menteri ni fahamkah dgn struktur tanah taneh utk pertanian  Menteri                dan,Benar tu                          Adakah logik menteri pertanian mau bela   ekor lembu di    ladang ragut     Adakah logik di tanah pantai utk ditanam nenas dan tebu  Apa     Menteri ni fahamkah dgn struktur tanah taneh utk pertanian  Menteri                dan,"That's right. Is there a logic for the minister of agriculture to defend the oxen in the fields of ragut, is there any logic in the coastal land to plant pineapple and sugar cane. Does this minister understand the structure of the land for agriculture?",neutral,,,,,,,,,,,,,
2480,2480,"1,03E+18",14/08/2018 20:07,Pakatan Harapan             LIMA dianjurkan oleh kerajaan sejak       Ianya berjalan setiap tahun        Menteri Pertahanan            Ladang satelit kita ada    ladang dan sekarang telah ada   ekor lembu yang sedang kita usahakan      Menteri Pertanian  amp,Pakatan Harapan             LIMA dianjurkan oleh kerajaan sejak       Ianya berjalan setiap tahun        Menteri Pertahanan            Ladang satelit kita ada    ladang dan sekarang telah ada   ekor lembu yang sedang kita usahakan      Menteri Pertanian  amp,Pakatan Harapan LIMA has been recommended by the government since it has been running every year Minister of Defense Our satellite fields have fields and now we have oxen which we are working on Minister of Agriculture &amp,,positive,,,,,,,,,,,,
2481,2481,"1,03E+18",14/08/2018 18:44,Jalan akan mempermudah menjual hasil pertanian dll Untuk bendungan kalau di kampung saya buat pengairan sawah dll  Sebelum di kampung saya ada pengairan k sawah ladang itu panen padi  x karna hanya sawah tadah hujan,Jalan akan mempermudah menjual hasil pertanian dll Untuk bendungan kalau di kampung saya buat pengairan sawah dll  Sebelum di kampung saya ada pengairan k sawah ladang itu panen padi  x karna hanya sawah tadah hujan,"Roads will make it easier to sell agricultural products, etc. For dams in my village to irrigate rice fields etc. Before in my village there was irrigation for rice fields, harvesting rice x because only rainfed rice fields",neutral,,,,,,,,,,,,,
2482,2482,"1,03E+18",14/08/2018 11:04,Pertanian di Malaysia pun maju juga  Ada ladang durian terbesar baka baru dinamakan Musang Lebai di Gua Musang,Pertanian di Malaysia pun maju juga  Ada ladang durian terbesar baka baru dinamakan Musang Lebai di Gua Musang,Agriculture in Malaysia is also progressing. There is also the largest new breed of durian field called Musang Lebai in Musang Cave,neutral,,,,,,,,,,,,,
2483,2483,"1,03E+18",13/08/2018 00:06,kalo gak buka ladang pertanian milik sendiri dan petani di kasih gaji yang baik  intinya sejahterakan petani pake duit sendiri dulu  kalah pemilu  lo gini yang buka ladang ga akan rugi banget kok,kalo gak buka ladang pertanian milik sendiri dan petani di kasih gaji yang baik  intinya sejahterakan petani pake duit sendiri dulu  kalah pemilu  lo gini yang buka ladang ga akan rugi banget kok,"If you don't open your own agricultural fields and farmers are given a good salary, the point is to make farmers prosperous, using their own money, you lost the election.",positive,,,,,,,,,,,,,
